text,clean_text,label
"SPESIAL utk kamu pelanggan setia Indosat Ooredoo. Bonus 14 hari masa aktif, 10 menit telp dan 100 SMS, CUMA isi ulang s/d 16 Desember 2015. (bonus berlaku 1x)",spesial untuk kamu pelanggan setia indosat ooredoo bonus 14 hari masa aktif 10 menit telepon dan 100 sms cuma isi ulang s d 16 desember 2015 bonus berlaku 1x,1
"Slmat No anda m-dpt dana bantuan Rp.55jt'dr PT SIDOMUNCUL u/info hub;ir,HJ,MULIYADI 0852-3377-1855 PELAKSANA;PT SIDOMUNCUL",slmat no anda m dapat dana bantuan rupiah 55jt dari pt sidomuncul untuk informasi hubungi ir hj muliyadi 0852 3377 1855 pelaksana pt sidomuncul,1
"saya beri opsi untuk nabung nilai, jadi kontraknya semester depan dan nilai dimasukkan ke semester tsb.",saya beri opsi untuk nabung nilai jadi kontraknya semester depan dan nilai dimasukkan ke semester tsb,0
ini rekeningnya bank bri.no/rek.018801.006474.53.2.a/n:IR MAYANI,ini rekeningnya bank bri no rekening 018801 006474 53 2 a n ir mayani,1
"Jangan sampai kalah Bro, games mu bisa terbantu dengan menambah koinmu, beli aja pakai pulsa, cek caranya di http://tsel.me/jajanonline",jangan sampai kalah bro games mu bisa terbantu dengan menambah koinmu beli saja pakai pulsa cek caranya di link,1
TSELpoin 777 kejutan POIN Hadiah Rp.15jt Resmi diberikan 0852212XXXXX PIN-b7Bc247 u/info Hub/CS; PT.TELKOMSEL 021-40467488 021-50219992 Pengirim; +777,tselpoin 77 kejutan poin hadiah rupiah 15jt resmi diberikan 0852212xx pin b7bc247 untuk informasi hubungi cs pt telkomsel 021 40467488 021 5021992 pengirim 77,1
Tunggu aja dulu di lobi bawah kalo saya belum datang ya...,tunggu saja dulu di lobi bawah kalau saya belum datang ya,0
Iya kar lg dikosan nih. Numpang ap?,iya kar lagi dikosan ini numpang ap,0
Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,lingkungan kerjanya berasap kalau tidak ngerokok ya pada nge vape gitu coba kan cowok semua banyaknya,0
"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",ada sih yang nikah muda tp keliatan bahagia tp one of a million kayaknya kalau temen2 ku hmm,0
kamu sibuk ngapain aja disana ?,kamu sibuk ngapain saja disana,0
Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,selamat anda mendapatkan voucher berrybenka rp100rb masukkan kode voucher tw96d saat transaksi di link mau voucher lain hubungi 99 1,1
"Mau download file besar tanpa putus? Bisa! Tinggal 3 hari, Gatis Mifi/modem 4G spesial untukmu Bawa sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13 Jan DL 408",mau download file besar tanpa putus bisa tinggal 3 hari gatis mifi modem 4g spesial untukmu bawa sms ini ke galeri sf isi pulsa 100rb disana s d 13 jan dl 408,1
"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805",indovison promo hanya 299 rbu nikmati 2 bln berlangganan gratis biaya pasang bonus cinema 3 3bln hubungi 087738718255 0855796717 pin bb 32f1c805,1
"Anda akan menerima setting ponsel, agar ponsel Anda dapat mengakses internet dan berkirim foto/MMS. Jika Anda setuju balas pesan ini (gratis) dengan ketik Y.",anda akan menerima setting ponsel agar ponsel anda dapat mengakses internet dan berkirim foto mms jika anda setuju balas pesan ini gratis dengan ketik y,1
Surat Keputusan PT.TRI.3 Slamat No.08966xxx Resmi M-dptkan HONDA JAZZ Rs KODE Pin:477BFG7S Info Hub:08606490199 KLIK: www.hadiah-tricare.com,surat keputusan pt tri 3 slamat no 08966xx resmi m dptkan honda jazz rs kode pin 477bfg7s informasi hubungi 08606490199 klik link,1
Subuh jg abis maghrib itu teh ahaha,subuh juga abis maghrib itu teh ahaha,0
Plg Yth: Simcard anda mendptkan bonus poin plus-plus 555 dr:PT.INDOSAT pin anda:277fg49 u/info klik di www.indosat-555.blogspot.com atau Hub:021-3338-0074.,pelanggan yang terhormat simcard anda mendapatkan bonus poin plus plus 55 dari pt indosat pin anda 277fg49 untuk informasi klik di link atau hubungi 021 338 0074,1
Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,sudah top up coins di line untuk beli sticker atau themes beli sekarang juga pake pulsa untuk tambah koleksi mu cek caranya di link,1
Besok siang ya jam 2,besok siang ya jam 2,0
Nasabah BRI yth. Anda dapat cek. 27.juta dari undian BRI Kode triplle cek anda (02599875) info hadiah klik www.bripusat2016.blogspot.com,nasabah bri yang terhormat anda dapat cek 27 juta dari undian bri kode triplle cek anda 02599875 informasi hadiah klik link,1
Mohon maaf pak semalam saya Sudah konfirmasi tidak ikut remedial. Tapi di nilainya kenapa ikut remedial ,mohon maaf pak semalam saya sudah konfirmasi tidak ikut remedial tapi di nilainya kenapa ikut remedial,0
Tersrrah aja. Pagi juga nggak pa2,tersrrah saja pagi juga tidak pa2,0
"Registrasi gagal. Harap masukan tanggal yang benar (01 - 31), dengan format DDMMYYYY",registrasi gagal harap masukan tanggal yang benar 01 31 dengan format ddmmyy,0
"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",berkah 100 poin nomor anda mendapat hadiah ke i pin d377hi8 silahkan verifikasi pin pemenang di situs resmi link,1
nama1 mau hunting kosan bentar gmn? Kita mau ngerjain dmn kita?,nama1 mau hunting kosan bentar gmn kita mau ngerjain dmn kita,0
Hari Senin saatnya Nonton Hemat hanya 25ribu di Cinema XXI dgn TCASH TAP! Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,hari senin saatnya nonton hemat hanya 25ribu di cinema xxi dengan tcash tap dptkan stiker tcash tap di grapari terdekat informasi tsel me tappromo,1
Sepupu ane baru masuk kuliah,sepupu ane baru masuk kuliah,0
"nama1, minta controller dan view nya aja.",nama1 minta controller dan view nya saja,0
ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,1
Gpp kali beda beda sep,tidak apa apa kali beda beda sep,0
Berarti saya ke palasari nya skrg .. abis itu langsung ke gik,berarti saya ke palasari nya sekarang abis itu langsung ke gik,0
wah mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,wah mantap ok btw nge cc perihal sponsor juga ya osnnya semoga yang terbaik untuk kemakom,0
"Aktifkan iRing Coboy Jr - Terhebat. Tekan *808*7#. Info: 100&111 Ada hits terbaru dari NOAH - Jika Engkau. Aktifkan iRing nya di HP kamu. Ketik MG NOAH02 kirim ke 808 Info: 100&111 Berkah iRing Rp 1000 dr Yuni Shara - Akhirnya. Aktifkan iRing nya, Tkn *808*1*2*3# lalu Ok/Call. Raih THR PuluhanJt!. Berhenti: Unreg ke 808",aktifkan iring coboy jr terhebat tekan 808 7 informasi 100 11 ada hits terbaru dari noah jika engkau aktifkan iring nya di handphone kamu ketik mg noah02 kirim ke 808 informasi 100 11 berkah iring rupiah 100 dari yuni shara akhirnya aktifkan iring nya tkn 808 1 2 3 lalu ok call raih thr puluhanjt berhenti unreg ke 808,1
Nanti plg wisudaan aku lgsg ksana. Awas telat. Telat aku plg.,nanti pelanggan wisudaan saya lgsg ksana awas telat telat saya pelanggan,0
Beli 2 Gratis 1 atau beli 1 Diskon 25% tiket Kampung Gajah Wonderland Bandung s.d 31 Mei 2013. Tunjukkan SMS kpd Petugas .Info: www.indosat.com/kampunggajah,beli 2 gratis 1 atau beli 1 diskon 25 tiket kampung gajah wonderland bandung s d 31 mei 2013 tunjukkan sms kpd petugas informasi link,1
Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ❤,iya saya inget jam dinding di rumah awet katanya hadiah pernikahan,0
DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,diskon 50 kuota nelpon 20 menit ke smua operator cuma rp7rb normal rp14rb dg masa aktif panjang balas sms ini dengan ketik tri hanya hari ini v712,1
Bebas... Senin stuju.. Apa aja yg di kebapain selain program ?,bebas senin stuju apa saja yang di kebapain selain program,0
Nanti aku siaraan diil,nanti saya siaraan diil,0
"BANTING HARGA !! Internetan dgn Kuota 1,5GB HANYA 10rb Rupiah, paket Berlaku sebulan. Mau?? Ketik YA ke 919 s/d 16 Desember 2015",banting harga internetan dengan kuota 1 5gb hanya 10rb rupiah paket berlaku sebulan mau ketik ya ke 919 s d 16 desember 2015,1
"Yg dian ge waktu itu yudisium akhirnya sore2, ga dibarengin sama nondik sampe jam 6kurang keluar yudisium teh",yang dian ge waktu itu yudisium akhirnya sore2 tidak dibarengin sama nondik sampe jam 6kurang keluar yudisium teh,0
SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS. di undi td malam di metro TV PKL 23:00.info.kunjungi almt kami:www.Priode-.webs.com/hub:0016282190254447.TSEL,selamat no anda m dapat mobil avanza dari kartu as di undi tadi malam di metro tv pkl 23 00 informasi kunjungi almt kami link,1
"Maaf, pesan Anda belum terkirim. Silakan coba beberapa saat lagi. Terimakasih",maaf pesan anda belum terkirim silakan coba beberapa saat lagi terimakasih,0
INFO RESMI !! Selamat Anda Terpilih sbgi Pemenang' semarak Undian PT.INDOFOOD INDONESIA No pin: d377hi8 Info Pin&hadiah Klik:www.semarak-undianpopmie.webs.com,informasi resmi selamat anda terpilih sbgi pemenang semarak undian pt indofood indonesia no pin d377hi8 informasi pin hadiah klik link,1
nama1 kemaren kamera dan handycam waktu msceis pake kamera siapa aj?,nama1 kemaren kamera dan handycam waktu msceis pake kamera siapa aj,0
Transfer saja uangnya ke rek ini.mandiri.NO Rek: 152-00-1236312-9.a/n:DARMAN. klau sdah di Transfer SMS saja ke nmor ini Trima kasih,transfer saja uangnya ke rekening ini mandiri no rekening 152 00 1236312 9 a n darman klau sdah di transfer sms saja ke nmor ini trima kasih,1
PESAN RESMI dr PT.Tricare Slamat No anda tpilih mndpt HADIAH 1unit Mobil Honda JAZZ Pin Pmenang anda 454647LM u/ Info Klik:www.hadiah-tricaretbk2016.jimdo.com,pesan resmi dari pt tricare slamat no anda tpilih mendapat hadiah 1unit mobil honda jazz pin pmenang anda 454647lm untuk informasi klik link,1
"Mau paket data 1.5GB buat SEBULAN Cuma 20ribuan? Buruan ketik MAU ke 919, penawaran ini hanya berlaku sd 22-Jul-16",mau paket data 1 5gb untuk sebulan cuma 20ribuan buruan ketik mau ke 919 penawaran ini hanya berlaku sd 22 jul 16,1
Bisi ga enak ga bantuin beberes ato masak2nya :(,bisi tidak enak tidak bantuin beberes ato masak2nya,0
Cape sih tp da susah euy kalo udah pikiran gtu teh,cape sih tp da susah euy kalau sudah pikiran gtu teh,0
Masih yang dekat sungai dulu kok diil 😁,masih yang dekat sungai dulu kok diil,0
Yank Tolong isi'in pulsa di no ini.085325556742 ini no baruq.skrng penting,yank tolong isi in pulsa di no ini 08532556742 ini no baruq skrng penting,1
atulah aku teh udh ngidam sate maranggi dr bulan puasa 󾌹 naha ka subang teu ngajakan ih,atulah saya teh sudah ngidam sate maranggi dari bulan puasa naha ka subang teu ngajakan ih,0
maaf kami sudah menghubungi tpi tdk tersmbung No.anda resmi meraih hadiah ke-2 dri PT.MKIOS PIN;M248K81 cek pin anda di www.hadiahresmi-mkios29.blogspot.com,maaf kami sudah menghubungi tpi tidak tersmbung no anda resmi meraih hadiah ke 2 dari pt mkios pin m248k81 cek pin anda di link,1
Maafin ya guys gak hari ini huhuhu,maafin ya guys tidak hari ini huhuhu,0
Mandi?? Aku selesei isya mau bobo,mandi saya selesei isya mau bobo,0
"[PROMO] Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek  di tsel.me/mytsel1 S&K",promo beli paket flash mulai 1gb di my telkomsel app dapat extra kuota 2gb 4g lte dan extra nelpon hingga 100mnt 1hr buruan cek di tsel me mytsel1 s k,1
Ga ada birthday nya ? Wkwk,tidak ada birthday nya tertawa,0
"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",blackberry online big sal 50 bb z10 rupiah 4 juta dakota rupiah 2 8 juta samsung note ii rupiah 3 juta iphone 5 16gb rupiah 3jt laptop camera dll minat invite to bbm pin 25a4ff8c,1
pesan resmi dari PT.TRI CARE indonesia selamat SimCARD anda mendapatkan hadiah senilai 100 juta jatuh ke pemenang (lV) kode pin ijh76k79 silahkan cek di www.pt-tricare.com,pesan resmi dari pt tri care indonesia selamat simcard anda mendapatkan hadiah senilai 100 juta jatuh ke pemenang lv kode pin ijh76k79 silahkan cek di link,1
"Plg Yth No,simcard anda men-dptkan 1'unit TOYOTA ALL NEW YARIS di GEBYAR TRIcare.pin pmnang 8JF2177. U/info hub:089676547727 atau klik:www.data-tricare.jimdo.com ",pelanggan yang terhormat no simcard anda men dptkan 1 unit toyota all new yaris di gebyar tricare pin pmnang 8jf2177 untuk informasi hubungi 089676547727 atau klik link,1
INFO RESMI SELAMAT!!! NO simCARD Anda Men_dptkn Uang Tunai Rp 45jt. Dr PT.INDOSAT PIN(TBL48VG) info Hub: 085694961118 A/u klik www.indosat-info2013.jimdo.com,informasi resmi selamat no simcard anda men dapatkan uang tunai rupiah 45jt dari pt indosat pin tbl48vg informasi hubungi 08569496118 a untuk klik link,1
Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,maaf bu jadi jam berapa ya kita ketemuan bu atau bgmana baiknya,0
"Selamat!anda mdptkan satu unit MOBIL NISSAN JUKE dr PT.INDOFOOD pin_anda 27tdn55 u/info pengambilan Hadiah, kunjungi website www.popmieget-lucky.blogspot.com",selamat anda mdptkan satu unit mobil nissan juke dari pt indofood pin anda 27tdn55 untuk informasi pengambilan hadiah kunjungi website link,1
"Untuk yg kontrak game prog (dan juga dwm): kita jadwalkan untuk ikut Gemastik. Ini kompetisi terbesar antar prodi ilkom/IF, dan kita punya peluang besar untuk bidang ini.",untuk yang kontrak game prog dan juga dwm kita jadwalkan untuk ikut gemastik ini kompetisi terbesar antar prodi ilkom if dan kita punya peluang besar untuk bidang ini,0
"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",iya makanya saya butuh data kalian teh soalnya datanya dari sana tapi harus ada rj atau rd,0
"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",diskon 50 untuk kacamata lengkap bonus kacamata hitam tunjukan sms ini di jl gatot soebroto 88 t 733812 s amp k berlaku promo 606,1
[Info] bagi teman2 yg mengumpulkan data asisten lab/matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri ,informasi bagi teman2 yang mengumpulkan data asisten lab matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri,0
Gais kyknya bapa ga akan bls sms aku. Mau gmn? Tp bapa bls sms teh tia blg dia ada dikantor dan tia jg blg kita kekantor hari ini.,gais kyknya bapa tidak akan bls sms saya mau gmn tp bapa bls sms teh tia blg dia ada dikantor dan tia juga blg kita kekantor hari ini,0
Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com,berkat isi ulang pulsa no anda terpilih sbg pemenang kejutan tri men dapat cek tunai 100jt dari planet 3care pin b8337h9 cek hadiah anda di link,1
Surat Keputusan Dri Tri Care No.XV/2015 Pin Pemenang 477BFG7S Mdptkan Hadiah HONDA JAZZ HUB:02150227999 Info Pin klik: www.tricareindonesia.com,surat keputusan dari tri care no xv 2015 pin pemenang 477bfg7s mdptkan hadiah honda jazz hubungi 0215022799 informasi pin klik link,1
"punten, ada yang punya kontaknya teh lulu 2011? nuhuun~",punten ada yang punya kontaknya teh lulu 2011 nuhuun,0
Paspor di perpanjang bayar nya brp nuy?,paspor di perpanjang bayar nya brp nuy,0
"[Akademik] Untuk perhatian tuk jadwal kontrak kuliah buat ang 2012 itu bukan sebenarny, kuliah ikut jadwal kur yg baru ang 2013 ato keatas 2014,2015,2016.. sehingga jadwal yg ada adalah jadwal bayangan tuk tujuan kontrak kuliah..Hal diatas ga berlaku tuk mk yg memang berjalan di ang kalian spt skripsi dan sidang..demikian harap diperhatikan..",akademik untuk perhatian tuk jadwal kontrak kuliah untuk ang 2012 itu bukan sebenarny kuliah ikut jadwal kur yang baru ang 2013 ato keatas 2014 2015 2016 sehingga jadwal yang ada adalah jadwal bayangan tuk tujuan kontrak kuliah hal diatas tidak berlaku tuk mk yang memang berjalan di ang kalian spt skripsi dan sidang demikian harap diperhatikan,0
Bu maaf saya lupa sekarang hari jumat ya...kalau jumat kita buka jam 1 bu...mau solat jumat dulu...maaf di dari upi ya,bu maaf saya lupa sekarang hari jumat ya kalau jumat kita buka jam 1 bu mau solat jumat dulu maaf di dari upi ya,0
Masih ngerasa bersalah ama kalian sebenernya,masih ngerasa bersalah ama kalian sebenernya,0
"Naik Lebih Sering, Hemat Lebih Banyak bersama GRAB!  Cukup lakukan 1 perjalanan biasa dengan GRABCAR atau GRABTAXI dan kamu akan OTOMATIS mendapatkan diskon di perjalanan berikutnya! Nikmati diskon bertahap hinga 35ribu/trip, ayo coba dan buktikan!",naik lebih sering hemat lebih banyak bersama grab cukup lakukan 1 perjalanan biasa dengan grabcar atau grabtaxi dan kamu akan otomatis mendapatkan diskon di perjalanan berikutnya nikmati diskon bertahap hinga 35ribu trip ayo coba dan buktikan,1
"Dptkn Free member card Larissa Aesthetic Center, disc 15% high treatment & asuransi jiwa, tiap isi ulang pulsa Rp 100rb di Galeri Indosat Jateng DIY s.d 31Des 13",dapatkan free member card larissa aesthetic center disc 15 high treatment asuransi jiwa tiap isi ulang pulsa rupiah 100rb di galeri indosat jateng diy s d 31des 13,1
"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",alhamdulillah puji syukur atas nikmat allah swt yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan,0
Boleh yang di depan ramen aa gpp jam 12.39 ya,boleh yang di depan ramen aa tidak apa apa jam 12 39 ya,0
"route nya matiin aja, jadi nanti kalau mau akses ke project masing-masing ditembak aja.",route nya matiin saja jadi nanti kalau mau akses ke project masing masing ditembak saja,0
"penuh nama1 , si nama1  juga nyari, udh penuh..",penuh nama1 si nama1 juga nyari sudah penuh,0
Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300,hari ini bronet 24jam 3gb 60hr rp31900 dan bronetspecial 6gb 60hr 3gb 24jam 3gb 00 06 rp34900 di 123 88 segera aktifkan paketnya sekarang info838 ld300,1
